Body Type,Sex,Diet,How Often Shower,Heating Energy Source,Transport,Vehicle Type,Social Activity,Monthly Grocery Bill,Frequency of Traveling by Air,Vehicle Monthly Distance Km,Waste Bag Size,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,Energy efficiency,CarbonEmission,Recycling_Metal,Recycling_Paper,Recycling_Plastic,Cooking_Grill,Cooking_Microwave,Cooking_Oven,Cooking_Stove
2,0,0,2,1,0,2,2,62,0,4110,3,4,14,25,17,1,2102,1,0,0,1,0,0,1
1,0,2,2,1,1,4,2,72,3,701,0,1,22,17,9,1,2219,1,0,0,1,1,1,0
2,0,3,1,0,2,4,2,76,3,0,0,3,15,5,4,0,2246,0,1,1,0,1,1,0
0,1,0,1,1,0,2,1,296,1,1194,3,6,11,43,20,2,2671,0,0,1,0,1,1,0
2,0,3,2,1,0,3,1,247,2,942,0,2,12,37,15,1,1812,1,1,0,0,0,1,0
2,1,1,2,3,1,4,1,141,2,882,3,7,10,36,15,0,3293,0,0,0,0,1,0,1
0,1,3,3,0,0,0,0,276,0,4870,3,6,23,3,24,2,2830,1,1,1,1,1,0,0
3,1,1,3,2,2,4,1,111,3,61,0,6,17,45,14,1,2483,1,0,0,1,0,0,0
2,0,1,1,1,2,4,2,231,3,70,0,7,21,27,18,0,2755,0,0,1,0,1,0,1
3,1,3,2,1,2,4,2,247,2,59,3,1,11,40,12,0,1688,1,1,1,1,1,1,1
2,0,3,0,3,0,2,1,173,1,179,1,6,13,2,10,0,1386,0,0,1,0,0,0,1
0,0,1,0,0,1,4,1,173,1,736,3,1,4,50,8,2,1768,0,0,0,0,0,0,0
0,0,2,0,2,0,1,1,166,3,9191,1,7,22,28,3,1,2369,1,1,0,1,1,1,0
2,0,3,3,3,2,4,1,280,0,34,3,3,6,37,15,2,1539,0,1,1,0,1,0,1
3,0,2,0,0,0,5,0,100,2,7319,1,7,5,43,20,0,4087,1,0,1,0,0,1,0
3,0,2,0,2,2,4,0,293,3,12,0,1,0,34,23,2,1916,1,1,0,1,1,0,1
0,0,1,2,3,2,4,1,129,1,76,1,2,21,3,4,1,1017,0,0,0,1,0,0,0
1,1,1,1,2,2,4,1,287,2,31,0,7,18,38,11,0,2645,1,0,0,1,1,1,1
2,0,1,3,2,0,3,2,130,1,357,0,4,20,32,2,1,1596,0,0,1,1,0,0,0
0,1,1,1,1,1,4,1,168,2,1962,1,4,19,28,15,1,1840,1,1,0,0,0,1,0
3,0,3,2,0,0,3,2,297,0,4733,0,2,16,43,7,1,2356,1,1,1,0,1,1,0
1,1,0,1,3,1,4,0,222,3,1869,3,5,24,19,17,1,3941,1,0,0,1,0,0,0
0,0,0,0,0,1,4,2,122,2,788,0,4,18,13,14,1,1675,0,1,1,1,0,0,1
2,0,2,3,1,0,5,2,96,2,5016,3,3,22,44,7,2,3704,1,1,0,1,1,1,1
1,0,3,1,2,0,1,1,280,1,1427,0,7,20,1,1,0,1214,0,0,1,0,0,1,1
1,1,2,0,2,2,4,0,225,3,72,3,7,11,39,15,1,4102,0,0,1,0,1,1,1
1,0,1,2,0,2,4,1,150,0,91,2,5,16,5,0,2,1482,1,0,1,1,1,1,1
0,1,2,2,1,1,4,0,277,2,205,1,5,16,27,23,1,1704,1,1,1,1,0,1,0
1,0,1,1,3,0,5,2,177,2,7366,0,4,14,48,12,1,5254,0,0,1,0,1,1,0
2,0,2,3,1,0,2,0,76,0,5816,3,5,12,2,21,2,1696,1,1,1,0,1,0,0
3,1,0,0,2,2,4,0,85,0,21,2,7,7,27,1,2,1300,1,1,0,0,1,0,1
1,1,0,2,0,0,0,2,216,3,2222,3,7,11,40,19,2,5150,1,1,1,1,0,1,0
1,0,3,0,2,2,4,1,200,0,20,0,3,24,28,6,2,1238,0,1,0,1,1,0,1
3,1,2,1,0,2,4,2,222,3,82,3,3,24,35,5,0,2876,0,1,0,0,0,1,0
2,0,2,1,1,1,4,1,94,2,1240,0,3,7,14,24,2,1468,0,0,1,0,0,1,1
2,0,3,1,0,1,4,2,272,1,1931,0,1,11,24,23,2,1625,0,1,1,1,0,1,0
0,1,2,2,0,0,3,1,130,1,664,1,7,20,24,22,2,1996,1,1,1,1,1,0,1
1,0,1,2,2,0,0,0,110,2,8246,3,2,5,38,17,0,4099,0,1,1,1,0,1,1
2,1,2,1,2,1,4,2,290,1,37,1,2,21,4,0,1,1255,0,1,1,1,0,1,0
2,1,3,2,0,0,1,1,181,1,6159,3,2,21,5,0,0,1432,0,1,0,0,1,1,1
0,0,0,1,0,0,2,0,127,0,9131,3,4,16,46,21,1,3234,1,0,1,1,1,1,0
0,0,1,2,1,1,4,1,174,1,337,0,3,10,43,18,1,1163,1,1,0,0,0,0,1
1,0,1,0,0,2,4,1,268,2,98,2,5,22,40,8,0,2678,1,1,1,1,0,1,0
2,1,2,2,0,0,1,1,176,1,9197,0,6,11,43,22,1,2366,0,0,0,1,1,0,1
0,0,2,2,1,1,4,0,289,2,1043,1,4,12,41,17,1,1532,1,1,1,1,0,0,0
1,1,2,3,2,1,4,0,52,3,421,1,2,11,37,22,0,3301,1,0,1,0,1,1,1
3,1,3,3,1,2,4,2,66,3,30,1,2,13,46,7,1,2233,1,1,1,1,0,0,1
1,1,1,1,2,2,4,2,155,2,28,3,2,5,23,11,0,2271,1,1,1,1,1,1,1
1,1,0,0,1,2,4,2,230,3,78,1,7,15,13,24,0,3371,0,1,0,0,1,0,1
2,1,3,1,3,1,4,0,205,1,1044,0,1,13,27,8,1,1220,1,0,1,0,1,1,1
0,1,0,3,3,0,5,1,208,3,5000,3,2,18,6,18,1,4219,1,1,0,0,0,1,1
2,1,3,0,0,0,0,1,203,3,2948,2,1,9,40,9,1,4061,0,0,0,1,1,0,0
1,0,0,2,3,2,4,0,123,3,40,2,5,23,11,3,1,2926,0,0,0,1,1,0,0
0,1,3,3,3,0,1,2,59,1,5469,2,2,2,21,22,0,1601,0,0,0,1,0,0,1
1,0,2,0,2,1,4,1,132,3,1863,0,7,14,28,18,0,2562,1,1,1,0,1,0,0
2,0,3,0,2,0,0,2,273,3,8263,2,6,16,9,18,2,4726,0,0,1,0,0,0,0
0,1,0,2,0,0,5,1,105,1,9616,2,6,23,21,19,0,5314,1,0,1,0,0,0,0
0,0,0,1,3,1,4,0,275,0,685,3,5,20,38,11,1,1934,0,0,0,1,1,1,0
2,1,1,1,1,1,4,2,50,1,1791,1,7,6,43,12,2,2061,1,0,1,0,1,1,1
3,1,0,1,2,1,4,1,120,0,722,1,2,6,28,3,0,1084,0,1,1,0,1,1,0
3,0,2,1,1,1,4,0,259,1,870,2,5,1,30,17,0,1198,0,1,1,0,0,0,1
1,1,1,2,2,0,0,2,51,1,7961,0,7,4,7,20,1,4159,0,0,1,1,0,0,1
0,0,2,3,1,0,3,1,235,3,7713,0,1,0,11,10,2,3599,1,0,1,0,1,1,1
2,1,1,1,3,2,4,0,169,0,56,1,4,23,26,13,0,1728,0,0,1,1,1,1,1
2,0,3,3,1,2,4,2,67,3,4,3,5,8,19,3,0,2340,1,1,1,1,1,0,0
3,0,0,2,1,0,1,2,219,1,5788,0,3,11,37,8,2,1172,0,1,1,1,0,1,1
2,1,3,0,0,2,4,0,80,1,42,0,7,13,37,14,0,1566,1,1,1,0,1,1,1
3,1,1,0,3,1,4,2,175,0,1772,3,6,9,28,13,2,1983,0,1,1,0,1,1,1
0,1,2,0,1,1,4,1,134,1,123,0,4,1,15,12,1,956,1,0,0,0,1,1,1
3,0,2,1,1,0,0,2,75,3,3782,2,7,22,45,8,1,3207,0,1,0,1,1,1,1
3,0,3,0,1,2,4,1,244,0,80,0,4,5,17,5,0,611,0,1,0,0,1,1,0
3,1,2,3,0,0,0,0,160,0,2323,3,6,3,10,11,1,2079,1,0,1,0,1,1,1
3,1,2,2,2,0,0,0,203,0,6081,1,7,6,20,17,2,2803,1,0,0,0,1,1,1
3,0,2,1,2,2,4,1,257,1,1,0,2,17,48,17,2,1389,0,1,0,1,0,0,1
2,1,0,3,0,0,5,0,238,0,5192,2,6,13,34,11,2,4276,0,1,1,0,1,1,0
3,1,0,3,3,0,2,0,243,2,7794,1,5,7,21,24,0,3339,1,0,1,0,1,1,1
0,1,0,3,1,2,4,2,150,3,97,1,1,8,31,17,2,2491,1,0,1,0,0,1,0
2,0,1,1,2,1,4,2,228,0,84,3,2,8,16,9,1,1183,0,1,0,1,0,1,0
3,0,0,2,2,1,4,1,133,3,911,1,1,23,18,23,1,2048,0,1,0,1,0,1,1
3,0,0,3,3,0,3,2,249,3,2856,3,7,21,23,12,2,3522,1,0,1,0,1,0,0
3,0,2,0,1,1,4,2,53,2,1600,1,4,19,28,1,0,1447,1,0,0,0,1,1,1
2,0,1,3,1,1,4,2,273,2,1480,1,6,16,20,12,0,2093,1,0,0,0,0,1,1
3,1,0,0,2,0,5,0,216,0,2243,3,2,0,13,2,1,1761,1,0,1,1,0,0,0
2,0,1,0,1,0,2,0,180,0,8904,2,2,12,27,14,2,2235,1,0,0,1,1,0,0
0,0,1,2,0,2,4,2,161,2,15,0,2,18,43,3,1,1825,1,1,0,1,1,0,1
3,1,0,3,2,1,4,2,232,0,1152,3,3,0,44,1,0,1765,1,1,1,1,1,1,0
3,1,2,1,0,1,4,1,108,0,1636,0,1,4,33,2,0,1423,0,0,1,0,1,0,0
0,0,0,3,0,1,4,2,279,3,918,2,1,15,29,9,1,2956,0,0,1,0,0,1,0
2,1,2,3,1,2,4,0,68,2,4,3,3,1,19,8,1,1554,1,1,1,1,0,1,1
0,0,1,1,2,1,4,1,191,0,1381,3,3,11,22,21,1,1352,0,1,1,1,0,1,0
3,0,3,0,3,0,5,1,121,2,3436,2,7,21,30,3,0,2785,1,1,1,1,1,0,1
2,0,0,2,0,1,4,1,287,3,1678,3,5,4,22,2,1,3019,1,1,0,1,1,0,0
3,0,0,0,1,2,4,2,58,2,26,0,6,6,38,15,1,1420,1,1,1,1,1,1,1
0,0,1,0,3,1,4,0,219,0,576,1,7,19,38,15,0,1389,1,1,1,1,1,1,1
0,0,0,2,3,0,2,1,231,3,5177,3,2,5,33,6,1,3238,0,1,0,0,0,1,1
2,1,2,0,0,2,4,2,131,3,90,3,4,3,32,13,0,3781,0,0,1,1,1,1,1
2,1,0,1,2,2,4,1,168,0,20,1,1,15,22,0,1,946,1,1,1,1,1,0,0
1,1,1,0,1,1,4,1,134,0,180,2,2,14,44,4,2,1338,1,0,0,0,1,0,1
2,1,2,1,1,2,4,1,103,1,7,0,4,1,8,5,1,924,1,0,0,1,0,1,1
1,1,0,2,3,2,4,2,166,0,2,3,5,22,30,21,2,2787,0,0,0,1,0,0,1
2,1,3,0,2,1,4,1,217,1,381,3,4,15,44,10,0,2187,0,0,1,0,0,0,1
3,0,2,0,0,1,4,1,190,0,959,1,7,5,25,23,2,1361,0,1,1,0,0,0,1
1,0,2,0,3,1,4,2,284,3,1563,1,1,6,24,24,0,2744,1,0,1,0,0,1,0
0,0,2,1,2,2,4,2,125,0,21,0,2,1,26,20,1,917,1,1,0,1,1,1,1
3,1,2,3,0,1,4,0,96,1,389,3,2,15,31,21,0,1683,1,0,1,1,0,1,0
2,0,3,1,3,2,4,0,261,1,68,0,2,24,40,15,2,1395,1,0,0,0,1,1,0
0,1,3,0,2,0,3,1,268,3,8277,0,3,10,20,7,2,4584,1,0,0,0,1,0,0
3,0,0,0,3,2,4,2,116,0,40,2,7,22,50,8,0,1790,0,1,1,0,0,0,0
3,1,2,1,1,1,4,1,262,0,1463,0,3,4,2,15,2,609,0,1,1,1,1,0,0
1,1,3,2,1,1,4,0,175,2,1234,2,4,7,38,1,0,2286,1,0,1,0,1,1,0
1,0,1,1,2,1,4,0,182,1,1783,3,3,11,31,0,1,1618,0,1,0,0,1,0,1
1,1,3,2,1,0,3,1,272,0,7003,2,2,18,21,6,2,3310,1,1,1,0,0,1,1
0,0,0,3,3,0,2,1,64,3,9787,2,4,5,15,6,2,3277,0,1,0,0,1,1,1
3,0,3,0,2,2,4,2,200,2,91,0,4,2,24,12,0,1654,0,0,1,0,0,1,1
3,1,3,1,3,0,1,0,128,2,5997,2,1,21,10,21,1,1547,1,0,0,1,0,1,1
3,0,2,2,0,0,0,2,50,3,8394,1,5,10,11,19,2,3812,1,1,1,0,0,1,0
3,0,3,2,2,0,1,1,242,0,7755,1,6,17,44,3,2,1367,0,0,1,0,1,0,1
1,1,1,2,2,0,5,1,263,2,3841,3,1,1,4,9,0,3824,0,0,0,0,1,0,0
3,0,2,3,3,0,5,1,270,0,9819,2,4,5,21,17,1,4086,1,1,0,0,0,0,1
2,1,2,3,2,2,4,1,272,1,14,0,4,19,21,19,1,1341,1,1,1,0,0,1,1
3,0,2,3,2,0,1,2,174,1,6440,3,3,5,28,3,2,1373,1,0,0,1,1,0,1
0,1,1,2,3,2,4,2,105,1,49,1,5,7,26,17,2,1737,1,0,0,0,0,1,1
3,1,1,0,1,1,4,1,118,3,1727,0,5,20,39,10,0,2702,0,0,0,1,1,0,0
3,1,1,2,0,1,4,1,98,0,346,1,2,9,27,14,2,1532,0,0,0,0,1,0,1
1,1,0,1,3,0,0,2,64,3,454,1,3,16,26,13,2,3311,0,0,0,1,0,0,1
2,0,0,1,3,0,0,0,77,2,3349,0,5,10,1,16,2,2189,0,1,1,0,0,0,0
1,1,1,3,3,0,2,1,182,0,6445,3,4,6,17,4,0,3095,1,0,0,1,1,1,0
1,0,2,2,1,0,5,0,241,1,7994,2,5,0,30,6,0,4492,1,1,0,0,0,1,1
3,0,3,0,3,2,4,1,123,1,66,0,6,15,29,6,1,1072,1,0,0,0,1,0,1
2,1,3,1,1,0,5,0,112,3,49,3,1,14,42,24,2,2529,1,0,1,0,0,1,1
1,0,3,1,0,0,3,2,283,1,441,0,7,2,17,14,1,1693,0,1,1,0,0,1,1
2,0,0,2,3,2,4,1,60,3,38,2,5,15,4,18,2,2228,0,1,1,0,1,0,0
0,1,0,1,0,1,4,0,250,0,1493,2,4,16,5,24,0,1928,0,0,0,1,0,1,1
1,1,3,3,2,0,3,0,60,2,8676,2,2,11,14,13,1,4606,1,0,0,0,1,1,0
3,0,0,3,3,0,2,0,75,2,8074,1,1,11,20,2,1,2523,1,0,0,1,0,1,0
1,1,1,1,0,2,4,0,78,0,39,2,5,20,3,5,1,1301,1,1,1,0,1,0,1
1,1,3,2,2,1,4,2,233,0,710,3,4,19,44,6,1,2244,0,1,1,0,1,0,1
1,1,3,3,0,2,4,0,129,3,98,1,4,5,9,7,1,2774,0,1,1,0,1,0,1
3,1,2,0,0,2,4,1,189,0,36,0,7,13,20,16,1,1172,0,1,1,0,1,0,1
2,0,0,3,2,2,4,1,88,1,31,2,2,21,1,18,0,1155,1,0,0,1,0,1,1
0,1,0,1,0,2,4,2,273,0,38,0,3,8,43,1,0,1890,0,0,0,1,0,0,0
1,1,3,1,0,1,4,0,91,3,1206,0,4,7,45,7,0,3620,0,1,1,1,0,1,1
0,0,1,0,3,1,4,2,109,3,52,0,7,13,27,11,1,2427,0,0,0,1,0,0,0
1,0,0,3,2,0,3,2,186,1,9244,1,2,13,25,18,1,3876,1,1,0,0,1,0,1
1,1,1,3,3,2,4,2,137,1,13,2,6,5,4,12,1,1980,1,0,0,0,1,0,0
2,1,3,1,2,1,4,2,226,1,1594,2,5,2,30,20,0,2247,0,1,1,1,1,0,1
0,1,2,2,1,0,0,0,257,3,1722,3,2,13,13,22,1,2408,1,1,0,0,1,0,1
1,1,3,3,3,0,3,1,153,3,7762,0,6,7,17,22,2,5500,1,1,0,1,1,0,1
2,1,1,0,0,2,4,2,215,3,46,1,3,2,50,10,0,3558,0,0,0,0,0,1,1
0,1,1,0,2,0,3,0,218,3,8716,2,4,14,35,15,1,5236,0,0,1,1,0,1,0
2,1,3,0,2,1,4,2,54,3,68,0,1,17,29,12,2,2737,0,1,0,0,1,0,0
1,1,2,0,3,1,4,0,193,1,304,3,3,22,33,11,2,1705,0,1,1,1,0,0,0
3,1,2,0,1,2,4,1,69,2,65,0,5,15,24,4,2,1363,1,0,0,1,0,0,0
3,0,0,0,1,2,4,0,275,0,82,2,1,21,9,4,2,730,0,0,1,1,0,1,1
2,0,0,2,3,0,0,1,156,3,862,3,4,16,30,24,0,3114,0,1,1,0,0,0,0
2,0,3,3,1,2,4,1,296,1,12,3,2,19,20,20,2,1216,1,0,0,0,0,0,0
2,0,0,0,2,2,4,2,289,0,9,0,7,6,50,9,2,1651,1,1,0,1,0,1,0
3,0,0,0,1,0,1,1,79,1,6736,3,4,16,30,22,0,1347,1,0,0,0,0,0,0
0,0,3,2,0,1,4,1,101,1,655,2,7,2,0,1,0,1419,1,0,1,1,1,1,0
0,0,1,0,1,0,5,0,273,2,9333,1,5,21,13,13,0,4807,0,0,0,1,0,1,1
0,0,0,2,3,1,4,0,265,2,821,1,5,7,41,15,2,2141,0,1,0,1,0,1,1
2,0,2,2,1,1,4,2,271,3,977,1,4,14,6,13,0,2414,0,0,1,1,1,0,1
1,1,3,1,2,2,4,0,82,1,56,1,3,16,17,20,1,1266,1,1,1,0,0,0,0
3,1,0,3,1,0,2,1,197,0,9549,3,5,8,34,17,2,3136,1,0,1,1,1,1,1
2,0,1,0,0,0,5,1,192,1,3443,0,1,23,48,10,2,2887,0,0,1,0,0,0,0
1,1,3,0,1,2,4,0,255,2,3,2,3,15,26,11,1,1826,1,1,1,1,1,0,1
2,0,3,3,1,2,4,1,174,2,79,1,7,22,1,3,1,1274,1,1,1,0,0,0,0
3,0,1,3,3,2,4,0,84,3,90,0,6,24,36,17,2,2193,0,0,1,0,1,0,0
2,1,3,0,2,0,0,1,235,0,2074,0,2,18,3,1,0,1438,1,0,1,1,1,0,0
0,1,0,1,1,2,4,1,242,1,91,3,7,19,5,9,1,1724,1,0,1,0,0,1,0
0,1,3,0,1,1,4,0,259,0,1529,0,3,8,9,14,2,630,1,0,0,0,0,0,0
3,0,2,2,0,2,4,0,297,1,52,3,2,15,35,22,0,1626,0,0,0,0,1,0,1
1,0,2,1,0,2,4,1,77,0,78,1,4,14,34,8,1,1529,1,0,1,1,1,1,1
1,0,0,1,0,0,3,1,204,1,4936,1,6,11,27,12,2,3664,0,0,0,0,1,0,1
1,0,2,0,2,1,4,2,282,2,1217,3,4,14,0,15,1,2059,0,1,0,0,1,0,0
1,0,1,3,1,2,4,0,218,3,68,2,2,9,39,6,0,2476,1,0,1,0,1,0,0
1,0,2,1,0,2,4,2,223,1,98,0,3,5,27,13,1,1538,1,1,0,0,1,0,0
2,1,2,3,3,0,5,0,225,2,7258,1,7,7,20,14,2,5146,0,0,1,0,0,0,0
1,1,2,2,1,0,3,2,230,1,20,1,5,7,4,0,0,1249,0,1,1,0,0,1,0
2,1,2,0,2,1,4,1,221,1,1704,0,6,13,13,12,0,1614,0,0,1,0,1,1,0
0,0,0,1,2,2,4,1,215,3,50,3,1,8,24,15,1,2263,0,0,1,1,0,0,0
1,1,3,0,0,0,5,1,87,1,2300,2,3,9,12,23,2,2709,1,0,0,1,1,1,1
1,0,1,2,3,2,4,2,138,0,37,1,3,11,32,9,1,1441,0,1,0,0,0,1,0
0,1,1,0,3,0,5,1,240,2,7961,3,5,9,25,0,0,5194,1,0,1,0,0,0,0
2,1,3,2,0,0,1,0,201,0,209,2,4,13,8,10,2,1700,0,0,0,1,1,1,0
0,1,3,0,0,1,4,0,68,3,1683,0,7,11,46,17,2,2901,1,1,0,1,0,1,1
0,1,0,3,1,2,4,1,252,0,64,0,6,8,5,11,0,971,0,1,1,0,0,1,0
2,1,0,0,0,1,4,1,291,0,1179,0,4,8,44,18,2,2243,0,0,1,1,0,0,0
3,0,3,3,2,0,5,1,232,1,7917,2,7,9,43,24,2,4383,0,1,0,0,0,0,1
1,1,0,2,2,0,5,2,249,3,6387,2,5,17,36,14,2,7295,0,0,1,1,1,1,1
1,0,0,0,3,2,4,1,56,1,12,2,1,20,19,14,0,1195,1,1,1,0,1,1,1
3,0,2,2,1,1,4,1,291,3,1800,2,5,0,32,15,0,2165,1,1,0,1,1,1,0
0,0,1,1,0,0,1,1,104,3,7088,0,4,1,47,5,0,2307,0,1,1,0,1,1,1
2,0,0,1,3,0,0,2,185,3,4990,2,6,9,33,24,1,4304,1,0,0,1,0,0,0
3,0,0,0,3,2,4,1,287,2,40,0,6,8,41,22,1,1993,0,1,1,1,0,1,1
0,1,1,1,2,2,4,0,184,1,60,3,6,11,19,16,1,1705,1,1,0,0,0,0,1
1,0,1,0,1,1,4,2,104,2,1041,1,2,11,17,12,2,1537,1,0,1,0,0,0,1
1,1,3,3,2,2,4,1,152,0,10,3,1,4,27,13,0,1322,1,1,0,1,0,1,0
0,1,0,0,0,2,4,1,189,2,24,2,3,22,24,19,2,2066,1,1,0,1,1,1,1
0,0,0,3,3,1,4,2,213,3,1825,1,7,15,2,24,1,2411,1,1,1,1,1,1,0
3,0,2,3,0,2,4,2,145,2,89,0,7,12,28,7,0,1680,1,0,1,0,0,0,1
0,1,2,0,1,0,1,1,119,1,4922,2,6,21,46,23,1,1959,1,0,0,1,1,1,0
3,1,2,2,3,1,4,2,182,2,656,0,1,17,41,10,2,2035,1,0,0,0,1,1,0
2,1,3,2,0,1,4,1,258,0,404,2,4,14,48,10,2,2321,0,0,1,1,0,1,1
2,1,3,1,0,2,4,2,178,3,41,2,1,3,27,11,0,2732,1,1,0,0,1,1,0
0,1,3,0,3,0,5,0,273,2,7482,3,1,23,39,0,2,4917,0,0,0,0,1,0,0
0,0,2,1,1,2,4,1,152,1,22,3,1,14,47,0,0,936,1,1,1,1,0,0,1
2,0,1,3,1,1,4,1,91,2,361,3,7,14,36,2,1,2131,1,1,1,1,1,1,0
2,1,3,1,3,1,4,2,147,1,415,3,5,4,28,7,2,2089,0,1,1,1,1,0,0
0,1,1,1,1,1,4,1,293,3,975,1,4,13,2,7,2,2110,0,1,1,1,0,1,1
1,1,1,3,2,1,4,2,291,3,322,3,6,10,8,15,1,3481,1,1,1,1,1,0,0
0,1,1,1,3,2,4,0,75,3,58,1,7,2,29,8,0,2837,0,1,0,0,1,1,1
1,1,0,3,1,2,4,1,142,2,54,0,3,10,36,20,0,2303,0,0,1,0,1,0,1
2,0,2,2,1,0,3,0,65,2,4677,0,1,10,9,17,0,2286,1,0,0,0,1,0,0
1,1,0,1,3,1,4,1,158,1,375,2,3,11,25,11,1,1902,1,1,0,1,1,0,0
0,1,0,3,3,1,4,1,274,2,1336,0,4,0,39,0,2,2181,0,1,1,0,0,1,1
2,1,3,1,3,2,4,2,284,3,5,1,4,21,6,13,0,3071,0,1,0,1,0,1,0
2,1,1,0,0,1,4,1,236,1,538,3,6,8,49,16,0,3043,0,0,1,0,0,1,0
0,1,3,1,3,2,4,0,235,1,32,1,6,22,7,18,0,1312,0,1,0,0,1,0,0
2,1,0,1,3,2,4,0,275,3,42,0,4,12,4,17,1,2836,0,0,0,0,0,0,0
3,0,2,2,3,2,4,0,153,3,72,3,4,20,16,1,2,2060,0,0,1,1,1,0,0
1,1,1,1,3,0,3,2,142,0,1584,2,2,13,33,16,1,2131,1,1,0,0,0,0,1
3,0,2,2,2,0,5,1,262,3,9486,3,6,1,17,8,2,5480,1,0,0,0,1,0,0
3,0,0,1,3,1,4,0,220,1,1515,2,4,13,14,23,1,1438,0,1,0,1,0,1,1
3,1,2,0,0,1,4,2,83,1,1484,2,3,23,40,5,1,1922,0,1,0,0,0,0,1
3,0,1,2,1,0,1,2,280,3,8925,1,2,12,41,1,0,2148,0,1,0,1,0,1,1
2,0,2,2,2,0,3,1,287,3,967,0,3,24,10,11,1,2383,1,0,0,0,1,0,0
3,0,1,2,0,1,4,2,192,0,104,0,7,4,15,23,2,1304,0,0,1,1,1,0,0
0,0,1,1,2,2,4,2,199,0,35,1,6,23,45,2,2,1619,0,0,1,1,1,1,1
3,1,3,0,1,0,3,0,166,2,6721,2,7,12,25,14,1,3563,1,1,0,0,1,1,1
1,0,2,2,0,1,4,2,111,1,1117,0,4,10,8,8,2,1660,0,0,0,0,1,1,1
2,0,1,2,2,2,4,0,245,1,62,0,3,17,35,22,2,1565,0,0,1,1,0,0,0
3,0,0,3,1,2,4,2,241,0,14,3,1,12,27,23,1,1341,0,0,1,1,1,1,1
3,0,2,3,1,2,4,2,290,2,34,2,4,2,1,22,0,1545,1,0,0,0,0,1,0
3,1,0,2,3,2,4,0,298,2,87,3,1,18,9,4,0,1578,1,1,1,1,1,1,0
1,1,3,1,3,1,4,0,285,1,559,0,6,15,1,19,2,1437,0,0,1,1,1,0,1
3,1,3,1,3,0,2,2,255,1,7411,2,3,22,22,11,1,2698,0,1,1,0,1,1,0
2,1,1,1,0,2,4,1,235,1,44,1,4,5,7,21,1,1718,1,0,1,0,1,0,1
1,0,2,1,0,2,4,1,191,0,82,1,3,9,36,17,2,1511,1,1,1,1,1,0,1
2,0,0,0,3,0,1,2,160,2,5406,3,7,0,22,23,2,2662,1,0,0,0,1,0,0
3,0,0,1,0,2,4,1,192,0,8,0,1,6,21,5,2,1080,1,0,0,1,0,0,1
3,0,2,2,0,1,4,0,245,2,454,3,3,9,16,3,1,1623,1,1,1,1,1,1,0
2,0,1,3,2,2,4,1,110,0,19,1,1,19,1,6,1,666,0,1,1,0,0,1,0
2,1,3,3,1,2,4,0,207,2,98,1,7,15,5,17,1,1726,1,1,1,1,0,0,1
2,1,3,0,3,2,4,0,249,1,12,3,6,2,36,14,0,2095,1,1,1,1,0,1,1
2,0,0,3,3,0,1,1,177,0,6721,2,7,8,19,1,2,1736,0,0,0,1,1,0,1
2,0,1,0,2,1,4,2,284,1,33,2,1,7,19,20,0,1458,1,1,0,1,1,1,0
3,0,3,2,3,2,4,0,216,0,59,2,7,0,45,23,1,1581,0,1,1,1,1,0,1
3,0,2,3,3,1,4,0,198,3,1801,0,2,22,34,1,1,2111,0,1,1,0,0,1,0
0,1,0,3,3,1,4,2,89,3,26,3,5,3,7,18,0,2932,1,0,0,0,0,0,1
1,0,2,3,2,0,1,2,187,0,1117,2,5,7,22,10,1,1616,0,0,1,1,0,1,1
3,0,1,1,2,0,1,0,151,3,9102,1,7,17,18,16,1,2270,0,0,0,1,1,0,1
3,0,2,0,1,2,4,1,186,0,23,1,7,20,29,17,0,1122,0,1,0,1,1,1,1
1,1,1,0,1,1,4,1,96,1,388,1,6,2,31,7,0,1875,1,0,1,1,1,1,0
0,1,2,0,3,1,4,1,75,3,322,1,6,4,49,24,0,3239,1,0,0,1,1,1,1
0,0,0,2,0,2,4,1,243,1,25,2,5,24,49,1,0,2180,0,0,1,0,0,0,0
0,0,1,3,2,0,2,1,258,2,302,2,4,22,12,20,2,1778,1,0,1,1,1,0,0
1,1,2,2,0,2,4,2,176,0,64,0,1,24,40,2,1,1664,1,0,1,1,0,0,1
1,0,2,1,1,1,4,2,97,3,676,3,7,2,24,5,1,3110,1,1,0,1,1,1,1
2,0,2,1,1,0,1,2,122,2,1606,3,7,8,35,9,1,2338,0,1,0,0,0,1,0
1,1,3,2,0,1,4,2,123,2,1715,0,6,10,35,4,2,2940,1,0,0,1,1,1,0
0,1,2,3,0,1,4,0,140,3,315,1,4,4,2,11,2,2442,0,0,1,0,1,0,1
3,1,1,3,2,1,4,0,212,1,957,1,7,10,24,19,0,1688,0,1,0,0,1,0,1
1,0,1,3,1,2,4,2,157,2,86,1,4,18,50,16,0,2178,1,1,0,1,1,1,1
0,0,3,1,2,2,4,0,156,2,62,2,2,3,10,6,1,1453,0,0,0,0,1,1,0
0,1,3,3,0,2,4,1,248,1,25,0,3,13,30,19,0,1663,0,1,1,0,1,1,0
1,0,3,2,1,2,4,1,196,2,63,3,6,2,27,10,2,2214,1,1,0,0,1,1,0
